preDexNum,preId,preFormKey,evoDexNum,evoId,evoFormKey,en,es-ES,es-419,fr,it,de,zh-Hans,zh-Hant,pt-BR,ko,ja,ca,eu,da,th,tr,ro,ru,id,hi,tl,nb-NO,sv,uk,vi,pl
951,CAPSAKID,,952,SCOVILLAIN,,Use the Fire Stone (Great),Usa Piedra Fuego (Súper),Use the Piedra Fuego (Great),Avec l’objet Pierre Feu (Super),Con l’oggetto Pietrafocaia(Mega),Benötigt Feuerstein (Super),使用火之石 (超级球),使用火之石 (超級球),Use Pedra do Fogo (Super),아이템 사용: 불꽃의돌 (슈퍼),ほのおのいし (スーパー)を 使う,Utilitza l’objecte Fire Stone (Súper),Use the Fire Stone (Great),Use the Fire Stone (Great),Use the Fire Stone (Great),Use the Ateş Taşı (Great),Use the Fire Stone (Great),Используйте Огненный Камень Мега,Use the Batu Api (Great),Use the Fire Stone (Great),Use the Fire Stone (Great),Use the Fire Stone (Great),Använd förmålet Eldsten (Super),Use the Вогняний Камінь (Great),Sử dụng vật phẩm Fire Stone (Great),Use the Fire Stone (Great)
953,RELLOR,,954,RABSCA,,At Level 29,Al Nv.29,At Level 29,Au N. 29,Al Livello 29,Auf Lv. 29,在等级29,在等級29,No Nível 29,레벨 29,Lv.29で,Al nivell 29,At Level 29,At Level 29,At Level 29,At Level 29,At Level 29,На 29 Ур.,At Level 29,At Level 29,At Level 29,At Level 29,Vid nivå 29,At Level 29,Ở Cấp 29,Na Poziomie 29
955,FLITTLE,,956,ESPATHRA,,At Level 35,Al Nv.35,At Level 35,Au N. 35,Al Livello 35,Auf Lv. 35,在等级35,在等級35,No Nível 35,레벨 35,Lv.35で,Al nivell 35,At Level 35,At Level 35,At Level 35,At Level 35,At Level 35,На 35 Ур.,At Level 35,At Level 35,At Level 35,At Level 35,Vid nivå 35,At Level 35,Ở Cấp 35,Na Poziomie 35
957,TINKATINK,,958,TINKATUFF,,At Level 24,Al Nv.24,At Level 24,Au N. 24,Al Livello 24,Auf Lv. 24,在等级24,在等級24,No Nível 24,레벨 24,Lv.24で,Al nivell 24,At Level 24,At Level 24,At Level 24,At Level 24,At Level 24,На 24 Ур.,At Level 24,At Level 24,At Level 24,At Level 24,Vid nivå 24,At Level 24,Ở Cấp 24,Na Poziomie 24
958,TINKATUFF,,959,TINKATON,,At Level 38,Al Nv.38,At Level 38,Au N. 38,Al Livello 38,Auf Lv. 38,在等级38,在等級38,No Nível 38,레벨 38,Lv.38で,Al nivell 38,At Level 38,At Level 38,At Level 38,At Level 38,At Level 38,На 38 Ур.,At Level 38,At Level 38,At Level 38,At Level 38,Vid nivå 38,At Level 38,Ở Cấp 38,Na Poziomie 38
960,WIGLETT,,961,WUGTRIO,,At Level 26,Al Nv.26,At Level 26,Au N. 26,Al Livello 26,Auf Lv. 26,在等级26,在等級26,No Nível 26,레벨 26,Lv.26で,Al nivell 26,At Level 26,At Level 26,At Level 26,At Level 26,At Level 26,На 26 Ур.,At Level 26,At Level 26,At Level 26,At Level 26,Vid nivå 26,At Level 26,Ở Cấp 26,Na Poziomie 26
963,FINIZEN,,964,PALAFIN,,At Level 38,Al Nv.38,At Level 38,Au N. 38,Al Livello 38,Auf Lv. 38,在等级38,在等級38,No Nível 38,레벨 38,Lv.38で,Al nivell 38,At Level 38,At Level 38,At Level 38,At Level 38,At Level 38,На 38 Ур.,At Level 38,At Level 38,At Level 38,At Level 38,Vid nivå 38,At Level 38,Ở Cấp 38,Na Poziomie 38
965,VAROOM,,966,REVAVROOM,,At Level 40,Al Nv.40,At Level 40,Au N. 40,Al Livello 40,Auf Lv. 40,在等级40,在等級40,No Nível 40,레벨 40,Lv.40で,Al nivell 40,At Level 40,At Level 40,At Level 40,At Level 40,At Level 40,На 40 Ур.,At Level 40,At Level 40,At Level 40,At Level 40,Vid nivå 40,At Level 40,Ở Cấp 40,Na Poziomie 40
969,GLIMMET,,970,GLIMMORA,,At Level 35,Al Nv.35,At Level 35,Au N. 35,Al Livello 35,Auf Lv. 35,在等级35,在等級35,No Nível 35,레벨 35,Lv.35で,Al nivell 35,At Level 35,At Level 35,At Level 35,At Level 35,At Level 35,На 35 Ур.,At Level 35,At Level 35,At Level 35,At Level 35,Vid nivå 35,At Level 35,Ở Cấp 35,Na Poziomie 35
971,GREAVARD,,972,HOUNDSTONE,,During Night or Dusk|At Level 30,Durante la noche o el anochecer|Al Nv.30,During Night or Dusk|At Level 30,De Nuit ou au Crépuscule|Au N. 30,Durante la Notte o al Tramonto|Al Livello 30,Während Nacht oder Abenddämmerung|Auf Lv. 30,在夜晚或黄昏|在等级30,在夜晚或黃昏|在等級30,Durante Noite ou Crepúsculo|No Nível 30,밤 또는 황혼|레벨 30,夜や夕方に|Lv.30で,Durant la Nit o el Vespre|Al nivell 30,During Night or Dusk|At Level 30,During Night or Dusk|At Level 30,During Night or Dusk|At Level 30,During Night or Dusk|At Level 30,During Night or Dusk|At Level 30,Ночью или в сумерках|На 30 Ур.,During Night or Dusk|At Level 30,During Night or Dusk|At Level 30,During Night or Dusk|At Level 30,During Night or Dusk|At Level 30,På natten eller skymningen|Vid nivå 30,During Night or Dusk|At Level 30,Vào Ban Đêm hoặc Hoàng Hôn|Ở Cấp 30,During Night or Dusk|Na Poziomie 30
974,CETODDLE,,975,CETITAN,,Use the Ice Stone (Great),Usa Piedra Hielo (Súper),Use the Piedra Hielo (Great),Avec l’objet Pierre Glace (Super),Con l’oggetto Pietragelo(Mega),Benötigt Eisstein (Super),使用冰之石 (超级球),使用冰之石 (超級球),Use Pedra do Gelo (Super),아이템 사용: 얼음의돌 (슈퍼),こおりのいし (スーパー)を 使う,Utilitza l’objecte Ice Stone (Súper),Use the Ice Stone (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Используйте Ледяной Камень Мега,Use the Batu Es (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Använd förmålet Issten (Super),Use the Ледяний Камінь (Great),Sử dụng vật phẩm Ice Stone (Great),Use the Ice Stone (Great)
996,FRIGIBAX,,997,ARCTIBAX,,At Level 35,Al Nv.35,At Level 35,Au N. 35,Al Livello 35,Auf Lv. 35,在等级35,在等級35,No Nível 35,레벨 35,Lv.35で,Al nivell 35,At Level 35,At Level 35,At Level 35,At Level 35,At Level 35,На 35 Ур.,At Level 35,At Level 35,At Level 35,At Level 35,Vid nivå 35,At Level 35,Ở Cấp 35,Na Poziomie 35
997,ARCTIBAX,,998,BAXCALIBUR,,At Level 54,Al Nv.54,At Level 54,Au N. 54,Al Livello 54,Auf Lv. 54,在等级54,在等級54,No Nível 54,레벨 54,Lv.54で,Al nivell 54,At Level 54,At Level 54,At Level 54,At Level 54,At Level 54,На 54 Ур.,At Level 54,At Level 54,At Level 54,At Level 54,Vid nivå 54,At Level 54,Ở Cấp 54,Na Poziomie 54
999,GIMMIGHOUL,chest,1000,GHOLDENGO,,After gathering enough treasure,Después de encontrar tesoros suficientes,After gathering enough treasure,Après avoir récolté assez de trésors,Collezionando tesori,Mit genügend gesammelten Schätzen,在收集足够宝藏后,在收集足夠寶藏後,Após reunir tesouros suficientes,충분한 보물을 모았을 때,宝物を 十分に 集めていた後,After gathering enough treasure,After gathering enough treasure,After gathering enough treasure,After gathering enough treasure,After gathering enough treasure,After gathering enough treasure,Собрав достаточно сокровищ,After gathering enough treasure,After gathering enough treasure,After gathering enough treasure,After gathering enough treasure,Om du har samlat tillräckligt med skatt,After gathering enough treasure,Khi thu thập đủ kho báu,After gathering enough treasure
999,GIMMIGHOUL,roaming,1000,GHOLDENGO,,After gathering enough treasure,Después de encontrar tesoros suficientes,After gathering enough treasure,Après avoir récolté assez de trésors,Collezionando tesori,Mit genügend gesammelten Schätzen,在收集足够宝藏后,在收集足夠寶藏後,Após reunir tesouros suficientes,충분한 보물을 모았을 때,宝物を 十分に 集めていた後,After gathering enough treasure,After gathering enough treasure,After gathering enough treasure,After gathering enough treasure,After gathering enough treasure,After gathering enough treasure,Собрав достаточно сокровищ,After gathering enough treasure,After gathering enough treasure,After gathering enough treasure,After gathering enough treasure,Om du har samlat tillräckligt med skatt,After gathering enough treasure,Khi thu thập đủ kho báu,After gathering enough treasure
1011,DIPPLIN,,1019,HYDRAPPLE,,While knowing the move Dragon Cheer,Conociendo el movimiento Bramido Dragón,While knowing the move Dragon Cheer,Connaissant la capacité Cri Draconique,Conoscendo la mossa Grido del Drago,Mit erlernter Attacke Drachenschrei,学会龙声鼓舞招式,學會龍聲鼓舞招式,Sabendo o movimento Dragon Cheer,드래곤옐[[를]] 배우고 있어야 함,「ドラゴンエール」を 覚えていた まま,While knowing the move Dragon Cheer,While knowing the move Dragon Cheer,While knowing the move Dragon Cheer,While knowing the move Dragon Cheer,While knowing the move Dragon Cheer,While knowing the move Dragon Cheer,Зная приём Dragon Cheer,While knowing the move Dragon Cheer,While knowing the move Dragon Cheer,While knowing the move Dragon Cheer,While knowing the move Dragon Cheer,När den kan tekniken Drakens stridsrop,While knowing the move Dragon Cheer,Khi đã học chiêu thức Dragon Cheer,While knowing the move Dragon Cheer
1012,POLTCHAGEIST,counterfeit,1013,SINISTCHA,unremarkable,Use the Unremarkable Teacup (Great),Usa Cuenco Mediocre (Súper),Use the Cuenco Mediocre (Great),Avec l’objet Bol Médiocre (Super),Con l’oggetto Tazza dozzinale(Mega),Benötigt Simple Teeschale (Super),使用凡作茶碗 (超级球),使用凡作茶碗 (超級球),Use Xícara Comum (Super),아이템 사용: 범작찻잔 (슈퍼),ボンサクのちゃわん (スーパー)を 使う,Utilitza l’objecte Unremarkable Teacup (Súper),Use the Unremarkable Teacup (Great),Use the Unremarkable Teacup (Great),Use the Unremarkable Teacup (Great),Use the Unremarkable Teacup (Great),Use the Unremarkable Teacup (Great),Используйте Непримечательная Чашка Чая Мега,Use the Unremarkable Teacup (Great),Use the Unremarkable Teacup (Great),Use the Unremarkable Teacup (Great),Use the Unremarkable Teacup (Great),Använd förmålet Undermålig tekopp (Super),Use the Непримітна Чашка (Great),Sử dụng vật phẩm Unremarkable Teacup (Great),Use the Unremarkable Teacup (Great)
1012,POLTCHAGEIST,artisan,1013,SINISTCHA,masterpiece,Use the Masterpiece Teacup (Great),Usa Cuenco Exquisito (Súper),Use the Cuenco Exquisito (Great),Avec l’objet Bol Exceptionnel (Super),Con l’oggetto Tazza eccezionale(Mega),Benötigt Edle Teeschale (Super),使用杰作茶碗 (超级球),使用傑作茶碗 (超級球),Use Xícara Excepcional (Super),아이템 사용: 걸작찻잔 (슈퍼),ケッサクのちゃわん (スーパー)を 使う,Utilitza l’objecte Masterpiece Teacup (Súper),Use the Masterpiece Teacup (Great),Use the Masterpiece Teacup (Great),Use the Masterpiece Teacup (Great),Use the Masterpiece Teacup (Great),Use the Masterpiece Teacup (Great),Используйте Шедевральная Чайная Чашка Мега,Use the Masterpiece Teacup (Great),Use the Masterpiece Teacup (Great),Use the Masterpiece Teacup (Great),Use the Masterpiece Teacup (Great),Använd förmålet Underbar tekopp (Super),Use the Шедевральна Чайна Чашка (Great),Sử dụng vật phẩm Masterpiece Teacup (Great),Use the Masterpiece Teacup (Great)
2019,ALOLA_RATTATA,,2020,ALOLA_RATICATE,,During Night or Dusk|At Level 20,Durante la noche o el anochecer|Al Nv.20,During Night or Dusk|At Level 20,De Nuit ou au Crépuscule|Au N. 20,Durante la Notte o al Tramonto|Al Livello 20,Während Nacht oder Abenddämmerung|Auf Lv. 20,在夜晚或黄昏|在等级20,在夜晚或黃昏|在等級20,Durante Noite ou Crepúsculo|No Nível 20,밤 또는 황혼|레벨 20,夜や夕方に|Lv.20で,Durant la Nit o el Vespre|Al nivell 20,During Night or Dusk|At Level 20,During Night or Dusk|At Level 20,During Night or Dusk|At Level 20,During Night or Dusk|At Level 20,During Night or Dusk|At Level 20,Ночью или в сумерках|На 20 Ур.,During Night or Dusk|At Level 20,During Night or Dusk|At Level 20,During Night or Dusk|At Level 20,During Night or Dusk|At Level 20,På natten eller skymningen|Vid nivå 20,During Night or Dusk|At Level 20,Vào Ban Đêm hoặc Hoàng Hôn|Ở Cấp 20,During Night or Dusk|Na Poziomie 20
2027,ALOLA_SANDSHREW,,2028,ALOLA_SANDSLASH,,Use the Ice Stone (Great),Usa Piedra Hielo (Súper),Use the Piedra Hielo (Great),Avec l’objet Pierre Glace (Super),Con l’oggetto Pietragelo(Mega),Benötigt Eisstein (Super),使用冰之石 (超级球),使用冰之石 (超級球),Use Pedra do Gelo (Super),아이템 사용: 얼음의돌 (슈퍼),こおりのいし (スーパー)を 使う,Utilitza l’objecte Ice Stone (Súper),Use the Ice Stone (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Используйте Ледяной Камень Мега,Use the Batu Es (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Använd förmålet Issten (Super),Use the Ледяний Камінь (Great),Sử dụng vật phẩm Ice Stone (Great),Use the Ice Stone (Great)
2037,ALOLA_VULPIX,,2038,ALOLA_NINETALES,,Use the Ice Stone (Great),Usa Piedra Hielo (Súper),Use the Piedra Hielo (Great),Avec l’objet Pierre Glace (Super),Con l’oggetto Pietragelo(Mega),Benötigt Eisstein (Super),使用冰之石 (超级球),使用冰之石 (超級球),Use Pedra do Gelo (Super),아이템 사용: 얼음의돌 (슈퍼),こおりのいし (スーパー)を 使う,Utilitza l’objecte Ice Stone (Súper),Use the Ice Stone (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Используйте Ледяной Камень Мега,Use the Batu Es (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Use the Ice Stone (Great),Använd förmålet Issten (Super),Use the Ледяний Камінь (Great),Sử dụng vật phẩm Ice Stone (Great),Use the Ice Stone (Great)
2050,ALOLA_DIGLETT,,2051,ALOLA_DUGTRIO,,At Level 26,Al Nv.26,At Level 26,Au N. 26,Al Livello 26,Auf Lv. 26,在等级26,在等級26,No Nível 26,레벨 26,Lv.26で,Al nivell 26,At Level 26,At Level 26,At Level 26,At Level 26,At Level 26,На 26 Ур.,At Level 26,At Level 26,At Level 26,At Level 26,Vid nivå 26,At Level 26,Ở Cấp 26,Na Poziomie 26
2052,ALOLA_MEOWTH,,2053,ALOLA_PERSIAN,,With high friendship,Teniendo suficiente amistad,With high friendship,Bonheur élevé,Con sufficiente amicizia,Mit hoher Zutraulichkeit,高亲密度,高親密度,Tendo amizade alta,특정 친밀도 이상일 때,仲良し度が 高ければ,With high friendship,With high friendship,With high friendship,With high friendship,With high friendship,With high friendship,С высокой дружбой,With high friendship,With high friendship,With high friendship,With high friendship,Med hög vänskap,With high friendship,Với điểm tình bạn cao,With high friendship
2074,ALOLA_GEODUDE,,2075,ALOLA_GRAVELER,,At Level 25,Al Nv.25,At Level 25,Au N. 25,Al Livello 25,Auf Lv. 25,在等级25,在等級25,No Nível 25,레벨 25,Lv.25で,Al nivell 25,At Level 25,At Level 25,At Level 25,At Level 25,At Level 25,На 25 Ур.,At Level 25,At Level 25,At Level 25,At Level 25,Vid nivå 25,At Level 25,Ở Cấp 25,Na Poziomie 25
2075,ALOLA_GRAVELER,,2076,ALOLA_GOLEM,,Use the Linking Cord (Great),Usa Cordón Unión (Súper),Use the Cordón Unión (Great),Avec l’objet Fil de Liaison (Super),Con l’oggetto Filo dell’unione(Mega),Benötigt Linkkabel (Super),使用联系绳 (超级球),使用聯繫繩 (超級球),Use Cabo de Conexão (Super),아이템 사용: 연결의끈 (슈퍼),つながりのヒモ (スーパー)を 使う,Utilitza l’objecte Linking Cord (Súper),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Используйте Соединительный Шнур Мега,Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Use the Linking Cord (Great),Använd förmålet Länkande lina (Super),Use the З’єднувальний Шнур (Great),Sử dụng vật phẩm Linking Cord (Great),Use the Linking Cord (Great)
2088,ALOLA_GRIMER,,2089,ALOLA_MUK,,At Level 38,Al Nv.38,At Level 38,Au N. 38,Al Livello 38,Auf Lv. 38,在等级38,在等級38,No Nível 38,레벨 38,Lv.38で,Al nivell 38,At Level 38,At Level 38,At Level 38,At Level 38,At Level 38,На 38 Ур.,At Level 38,At Level 38,At Level 38,At Level 38,Vid nivå 38,At Level 38,Ở Cấp 38,Na Poziomie 38
4052,GALAR_MEOWTH,,863,PERRSERKER,,At Level 28,Al Nv.28,At Level 28,Au N. 28,Al Livello 28,Auf Lv. 28,在等级28,在等級28,No Nível 28,레벨 28,Lv.28で,Al nivell 28,At Level 28,At Level 28,At Level 28,At Level 28,At Level 28,На 28 Ур.,At Level 28,At Level 28,At Level 28,At Level 28,Vid nivå 28,At Level 28,Ở Cấp 28,Na Poziomie 28
4077,GALAR_PONYTA,,4078,GALAR_RAPIDASH,,At Level 40,Al Nv.40,At Level 40,Au N. 40,Al Livello 40,Auf Lv. 40,在等级40,在等級40,No Nível 40,레벨 40,Lv.40で,Al nivell 40,At Level 40,At Level 40,At Level 40,At Level 40,At Level 40,На 40 Ур.,At Level 40,At Level 40,At Level 40,At Level 40,Vid nivå 40,At Level 40,Ở Cấp 40,Na Poziomie 40
4079,GALAR_SLOWPOKE,,4080,GALAR_SLOWBRO,,Use the Galarica Cuff (Great),Usa Brazal Galanuez (Súper),Use the Brazalete Galanuez (Great),Avec l’objet Bracelet Galanoa (Super),Con l’oggetto Fascia Galarnoce(Mega),Benötigt Galarnuss-Reif (Super),使用伽勒豆蔻手环 (超级球),使用伽勒豆蔻手環 (超級球),Use Bracelete de Galar (Super),아이템 사용: 가라두구팔찌 (슈퍼),ガラナツブレス (スーパー)を 使う,Utilitza l’objecte Galarica Cuff (Súper),Use the Galarica Cuff (Great),Use the Galarica Cuff (Great),Use the Galarica Cuff (Great),Use the Galarica Cuff (Great),Use the Galarica Cuff (Great),Используйте Галарическая Манжета Мега,Use the Galarica Cuff (Great),Use the Galarica Cuff (Great),Use the Galarica Cuff (Great),Use the Galarica Cuff (Great),Använd förmålet Galarikaboja (Super),Use the Галарична Манжета (Great),Sử dụng vật phẩm Galarica Cuff (Great),Use the Galarica Cuff (Great)
4079,GALAR_SLOWPOKE,,4199,GALAR_SLOWKING,,Use the Galarica Wreath (Great),Usa Corona Galanuez (Súper),Use the Corona Galanuez (Great),Avec l’objet Couronne Galanoa (Super),Con l’oggetto Corona Galarnoce(Mega),Benötigt Galarnuss-Kranz (Super),使用伽勒豆蔻花圈 (超级球),使用伽勒豆蔻花圈 (超級球),Use Coroa de Galar (Super),아이템 사용: 가라두구머리장식 (슈퍼),ガラナツリース (スーパー)を 使う,Utilitza l’objecte Galarica Wreath (Súper),Use the Galarica Wreath (Great),Use the Galarica Wreath (Great),Use the Galarica Wreath (Great),Use the Galarica Wreath (Great),Use the Galarica Wreath (Great),Используйте Галарический Венок Мега,Use the Galarica Wreath (Great),Use the Galarica Wreath (Great),Use the Galarica Wreath (Great),Use the Galarica Wreath (Great),Använd förmålet Galarikakrans (Super),Use the Галарічний Вінок (Great),Sử dụng vật phẩm Galarica Wreath (Great),Use the Galarica Wreath (Great)
