dexNum,speciesId,preFormKey,evoFormKey,en,es-ES,es-419,fr,de,it,pr-BR,ko,ja,zh-Hans,zh-Hant,th,ca,eu,tr,ru,uk,pl,id,hi,vi,da,sv,tl
869,ALCREMIE,gigantamax,matcha-cream,Deactivating Max Mushrooms,Desactivando Maxisetas,Deactivating Maxihongo,Avec l’objet Maxi Champis désactivé,Dyna-Pilz deaktivieren,Disattivando Fungomax,Deactivating Max Mushrooms,다이버섯[[를]] 통해 비활성화,ダイキノコを 無効に すれば,禁用了极巨菇菇,禁用了極巨菇菇,Deactivating Max Mushrooms,Desactivant Max Mushrooms,Deactivating Max Mushrooms,Deactivating Maksi Mantarlar,Деактивация Макс-Грибы,Deactivating Max Mushrooms,Dezaktywując: Max Mushrooms,Deactivating Jamur Max,Deactivating मैक्स मुशरूम,Vô Hiệu Hoá Nấm Max,Deactivating Max Mushrooms,Vid avaktivering av Maxsvampar,Deactivating Max Mushrooms
869,ALCREMIE,gigantamax,mint-cream,Deactivating Max Mushrooms,Desactivando Maxisetas,Deactivating Maxihongo,Avec l’objet Maxi Champis désactivé,Dyna-Pilz deaktivieren,Disattivando Fungomax,Deactivating Max Mushrooms,다이버섯[[를]] 통해 비활성화,ダイキノコを 無効に すれば,禁用了极巨菇菇,禁用了極巨菇菇,Deactivating Max Mushrooms,Desactivant Max Mushrooms,Deactivating Max Mushrooms,Deactivating Maksi Mantarlar,Деактивация Макс-Грибы,Deactivating Max Mushrooms,Dezaktywując: Max Mushrooms,Deactivating Jamur Max,Deactivating मैक्स मुशरूम,Vô Hiệu Hoá Nấm Max,Deactivating Max Mushrooms,Vid avaktivering av Maxsvampar,Deactivating Max Mushrooms
869,ALCREMIE,gigantamax,lemon-cream,Deactivating Max Mushrooms,Desactivando Maxisetas,Deactivating Maxihongo,Avec l’objet Maxi Champis désactivé,Dyna-Pilz deaktivieren,Disattivando Fungomax,Deactivating Max Mushrooms,다이버섯[[를]] 통해 비활성화,ダイキノコを 無効に すれば,禁用了极巨菇菇,禁用了極巨菇菇,Deactivating Max Mushrooms,Desactivant Max Mushrooms,Deactivating Max Mushrooms,Deactivating Maksi Mantarlar,Деактивация Макс-Грибы,Deactivating Max Mushrooms,Dezaktywując: Max Mushrooms,Deactivating Jamur Max,Deactivating मैक्स मुशरूम,Vô Hiệu Hoá Nấm Max,Deactivating Max Mushrooms,Vid avaktivering av Maxsvampar,Deactivating Max Mushrooms
869,ALCREMIE,gigantamax,salted-cream,Deactivating Max Mushrooms,Desactivando Maxisetas,Deactivating Maxihongo,Avec l’objet Maxi Champis désactivé,Dyna-Pilz deaktivieren,Disattivando Fungomax,Deactivating Max Mushrooms,다이버섯[[를]] 통해 비활성화,ダイキノコを 無効に すれば,禁用了极巨菇菇,禁用了極巨菇菇,Deactivating Max Mushrooms,Desactivant Max Mushrooms,Deactivating Max Mushrooms,Deactivating Maksi Mantarlar,Деактивация Макс-Грибы,Deactivating Max Mushrooms,Dezaktywując: Max Mushrooms,Deactivating Jamur Max,Deactivating मैक्स मुशरूम,Vô Hiệu Hoá Nấm Max,Deactivating Max Mushrooms,Vid avaktivering av Maxsvampar,Deactivating Max Mushrooms
869,ALCREMIE,gigantamax,ruby-swirl,Deactivating Max Mushrooms,Desactivando Maxisetas,Deactivating Maxihongo,Avec l’objet Maxi Champis désactivé,Dyna-Pilz deaktivieren,Disattivando Fungomax,Deactivating Max Mushrooms,다이버섯[[를]] 통해 비활성화,ダイキノコを 無効に すれば,禁用了极巨菇菇,禁用了極巨菇菇,Deactivating Max Mushrooms,Desactivant Max Mushrooms,Deactivating Max Mushrooms,Deactivating Maksi Mantarlar,Деактивация Макс-Грибы,Deactivating Max Mushrooms,Dezaktywując: Max Mushrooms,Deactivating Jamur Max,Deactivating मैक्स मुशरूम,Vô Hiệu Hoá Nấm Max,Deactivating Max Mushrooms,Vid avaktivering av Maxsvampar,Deactivating Max Mushrooms
869,ALCREMIE,gigantamax,caramel-swirl,Deactivating Max Mushrooms,Desactivando Maxisetas,Deactivating Maxihongo,Avec l’objet Maxi Champis désactivé,Dyna-Pilz deaktivieren,Disattivando Fungomax,Deactivating Max Mushrooms,다이버섯[[를]] 통해 비활성화,ダイキノコを 無効に すれば,禁用了极巨菇菇,禁用了極巨菇菇,Deactivating Max Mushrooms,Desactivant Max Mushrooms,Deactivating Max Mushrooms,Deactivating Maksi Mantarlar,Деактивация Макс-Грибы,Deactivating Max Mushrooms,Dezaktywując: Max Mushrooms,Deactivating Jamur Max,Deactivating मैक्स मुशरूम,Vô Hiệu Hoá Nấm Max,Deactivating Max Mushrooms,Vid avaktivering av Maxsvampar,Deactivating Max Mushrooms
869,ALCREMIE,gigantamax,rainbow-swirl,Deactivating Max Mushrooms,Desactivando Maxisetas,Deactivating Maxihongo,Avec l’objet Maxi Champis désactivé,Dyna-Pilz deaktivieren,Disattivando Fungomax,Deactivating Max Mushrooms,다이버섯[[를]] 통해 비활성화,ダイキノコを 無効に すれば,禁用了极巨菇菇,禁用了極巨菇菇,Deactivating Max Mushrooms,Desactivant Max Mushrooms,Deactivating Max Mushrooms,Deactivating Maksi Mantarlar,Деактивация Макс-Грибы,Deactivating Max Mushrooms,Dezaktywując: Max Mushrooms,Deactivating Jamur Max,Deactivating मैक्स मुशरूम,Vô Hiệu Hoá Nấm Max,Deactivating Max Mushrooms,Vid avaktivering av Maxsvampar,Deactivating Max Mushrooms
870,FALINKS,,mega,Activating Falinksite,Activando Falinksita,Activating Falinksita,Avec l’objet Hexadronite activé,Legiosnit aktivieren,Attivando Falinksite,Activating Falinksite,대여르나이트[[를]] 통해 폼체인지,タイレーツナイトを 有効に すれば,激活了列阵兵进化石,活化了列陣兵進化石,Activating Falinksite,Activant Falinksite,Activating Falinksite,Activating Falinksite,Активация Фалинксит,Activating Falinksite,Aktywując: Falinksyt,Activating Falinksite,Activating Falinksite,Kích hoạt Falinksite,Activating Falinksite,Vid aktivering av Falinksit,Activating Falinksite
870,FALINKS,mega,,Deactivating Falinksite,Desactivando Falinksita,Deactivating Falinksita,Avec l’objet Hexadronite désactivé,Legiosnit deaktivieren,Disattivando Falinksite,Deactivating Falinksite,대여르나이트[[를]] 통해 비활성화,タイレーツナイトを 無効に すれば,禁用了列阵兵进化石,禁用了列陣兵進化石,Deactivating Falinksite,Desactivant Falinksite,Deactivating Falinksite,Deactivating Falinksite,Деактивация Фалинксит,Deactivating Falinksite,Dezaktywując: Falinksyt,Deactivating Falinksite,Deactivating Falinksite,Vô Hiệu Hoá Falinksite,Deactivating Falinksite,Vid avaktivering av Falinksit,Deactivating Falinksite
875,EISCUE,,no-ice,Due to its ability,Debido a su habilidad,Due to its ability,Due à son talent,Durch seine Fähigkeit,Tramite la sua abilità,Due to its ability,특성을 통해 폼체인지,特性により,由于其特性,由於其特性,Due to its ability,A causa de la seva habilitat,Due to its ability,Due to its ability,Из-за его способности,Due to its ability,Due to its ability,Due to its ability,Due to its ability,Bởi đặc tính của nó,Due to its ability,På grund av dess särdrag,Due to its ability
875,EISCUE,no-ice,,Due to its ability,Debido a su habilidad,Due to its ability,Due à son talent,Durch seine Fähigkeit,Tramite la sua abilità,Due to its ability,특성을 통해 폼체인지,特性により,由于其特性,由於其特性,Due to its ability,A causa de la seva habilitat,Due to its ability,Due to its ability,Из-за его способности,Due to its ability,Due to its ability,Due to its ability,Due to its ability,Bởi đặc tính của nó,Due to its ability,På grund av dess särdrag,Due to its ability
877,MORPEKO,full-belly,hangry,Due to its ability,Debido a su habilidad,Due to its ability,Due à son talent,Durch seine Fähigkeit,Tramite la sua abilità,Due to its ability,특성을 통해 폼체인지,特性により,由于其特性,由於其特性,Due to its ability,A causa de la seva habilitat,Due to its ability,Due to its ability,Из-за его способности,Due to its ability,Due to its ability,Due to its ability,Due to its ability,Bởi đặc tính của nó,Due to its ability,På grund av dess särdrag,Due to its ability
877,MORPEKO,hangry,full-belly,Due to its ability,Debido a su habilidad,Due to its ability,Due à son talent,Durch seine Fähigkeit,Tramite la sua abilità,Due to its ability,특성을 통해 폼체인지,特性により,由于其特性,由於其特性,Due to its ability,A causa de la seva habilitat,Due to its ability,Due to its ability,Из-за его способности,Due to its ability,Due to its ability,Due to its ability,Due to its ability,Bởi đặc tính của nó,Due to its ability,På grund av dess särdrag,Due to its ability
879,COPPERAJAH,,gigantamax,Activating Max Mushrooms,Activando Maxisetas,Activating Maxihongo,Avec l’objet Maxi Champis activé,Dyna-Pilz aktivieren,Attivando Fungomax,Activating Max Mushrooms,다이버섯[[를]] 통해 폼체인지,ダイキノコを 有効に すれば,激活了极巨菇菇,活化了極巨菇菇,Activating Max Mushrooms,Activant Max Mushrooms,Activating Max Mushrooms,Activating Maksi Mantarlar,Активация Макс-Грибы,Activating Max Mushrooms,Aktywując: Max Mushrooms,Activating Jamur Max,Activating मैक्स मुशरूम,Kích hoạt Nấm Max,Activating Max Mushrooms,Vid aktivering av Maxsvampar,Activating Max Mushrooms
879,COPPERAJAH,gigantamax,,Deactivating Max Mushrooms,Desactivando Maxisetas,Deactivating Maxihongo,Avec l’objet Maxi Champis désactivé,Dyna-Pilz deaktivieren,Disattivando Fungomax,Deactivating Max Mushrooms,다이버섯[[를]] 통해 비활성화,ダイキノコを 無効に すれば,禁用了极巨菇菇,禁用了極巨菇菇,Deactivating Max Mushrooms,Desactivant Max Mushrooms,Deactivating Max Mushrooms,Deactivating Maksi Mantarlar,Деактивация Макс-Грибы,Deactivating Max Mushrooms,Dezaktywując: Max Mushrooms,Deactivating Jamur Max,Deactivating मैक्स मुशरूम,Vô Hiệu Hoá Nấm Max,Deactivating Max Mushrooms,Vid avaktivering av Maxsvampar,Deactivating Max Mushrooms
884,DURALUDON,,gigantamax,Activating Max Mushrooms,Activando Maxisetas,Activating Maxihongo,Avec l’objet Maxi Champis activé,Dyna-Pilz aktivieren,Attivando Fungomax,Activating Max Mushrooms,다이버섯[[를]] 통해 폼체인지,ダイキノコを 有効に すれば,激活了极巨菇菇,活化了極巨菇菇,Activating Max Mushrooms,Activant Max Mushrooms,Activating Max Mushrooms,Activating Maksi Mantarlar,Активация Макс-Грибы,Activating Max Mushrooms,Aktywując: Max Mushrooms,Activating Jamur Max,Activating मैक्स मुशरूम,Kích hoạt Nấm Max,Activating Max Mushrooms,Vid aktivering av Maxsvampar,Activating Max Mushrooms
884,DURALUDON,gigantamax,,Deactivating Max Mushrooms,Desactivando Maxisetas,Deactivating Maxihongo,Avec l’objet Maxi Champis désactivé,Dyna-Pilz deaktivieren,Disattivando Fungomax,Deactivating Max Mushrooms,다이버섯[[를]] 통해 비활성화,ダイキノコを 無効に すれば,禁用了极巨菇菇,禁用了極巨菇菇,Deactivating Max Mushrooms,Desactivant Max Mushrooms,Deactivating Max Mushrooms,Deactivating Maksi Mantarlar,Деактивация Макс-Грибы,Deactivating Max Mushrooms,Dezaktywując: Max Mushrooms,Deactivating Jamur Max,Deactivating मैक्स मुशरूम,Vô Hiệu Hoá Nấm Max,Deactivating Max Mushrooms,Vid avaktivering av Maxsvampar,Deactivating Max Mushrooms
888,ZACIAN,hero-of-many-battles,crowned,Activating Rusted Sword,Activando Espada Oxidada,Activating Espada Oxidada,Avec l’objet Épée Rouillée activé,Rostiges Schwert aktivieren,Attivando Spada Rovinata,Activating Rusted Sword,녹슨검[[를]] 통해 폼체인지,くちたけんを 有効に すれば,激活了腐朽的剑,活化了腐朽的劍,Activating Rusted Sword,Activant Rusted Sword,Activating Rusted Sword,Activating Rusted Sword,Активация Ржавый Меч,Activating Rusted Sword,Aktywując: Zardzewiały Miecz,Activating Pedang Berkarat,Activating Rusted Sword,Kích hoạt Kiếm Rỉ Sét,Activating Rusted Sword,Vid aktivering av Rostigt svärd,Activating Rusted Sword
888,ZACIAN,crowned,hero-of-many-battles,Deactivating Rusted Sword,Desactivando Espada Oxidada,Deactivating Espada Oxidada,Avec l’objet Épée Rouillée désactivé,Rostiges Schwert deaktivieren,Disattivando Spada Rovinata,Deactivating Rusted Sword,녹슨검[[를]] 통해 비활성화,くちたけんを 無効に すれば,禁用了腐朽的剑,禁用了腐朽的劍,Deactivating Rusted Sword,Desactivant Rusted Sword,Deactivating Rusted Sword,Deactivating Rusted Sword,Деактивация Ржавый Меч,Deactivating Rusted Sword,Dezaktywując: Zardzewiały Miecz,Deactivating Pedang Berkarat,Deactivating Rusted Sword,Vô Hiệu Hoá Kiếm Rỉ Sét,Deactivating Rusted Sword,Vid avaktivering av Rostigt svärd,Deactivating Rusted Sword
889,ZAMAZENTA,hero-of-many-battles,crowned,Activating Rusted Shield,Activando Escudo Oxidado,Activating Escudo Oxidado,Avec l’objet Bouclier Rouillé activé,Rostiges Schild aktivieren,Attivando Scudo Rovinato,Activating Rusted Shield,녹슨방패[[를]] 통해 폼체인지,くちたたてを 有効に すれば,激活了腐朽的盾,活化了腐朽的盾,Activating Rusted Shield,Activant Rusted Shield,Activating Rusted Shield,Activating Rusted Shield,Активация Ржавый Щит,Activating Rusted Shield,Aktywując: Zardzewiała Tarcza,Activating Perisai Berkarat,Activating Rusted Shield,Kích hoạt Khiên Rỉ Sét,Activating Rusted Shield,Vid aktivering av Rostig sköld,Activating Rusted Shield
889,ZAMAZENTA,crowned,hero-of-many-battles,Deactivating Rusted Shield,Desactivando Escudo Oxidado,Deactivating Escudo Oxidado,Avec l’objet Bouclier Rouillé désactivé,Rostiges Schild deaktivieren,Disattivando Scudo Rovinato,Deactivating Rusted Shield,녹슨방패[[를]] 통해 비활성화,くちたたてを 無効に すれば,禁用了腐朽的盾,禁用了腐朽的盾,Deactivating Rusted Shield,Desactivant Rusted Shield,Deactivating Rusted Shield,Deactivating Rusted Shield,Деактивация Ржавый Щит,Deactivating Rusted Shield,Dezaktywując: Zardzewiała Tarcza,Deactivating Perisai Berkarat,Deactivating Rusted Shield,Vô Hiệu Hoá Khiên Rỉ Sét,Deactivating Rusted Shield,Vid avaktivering av Rostig sköld,Deactivating Rusted Shield
890,ETERNATUS,,eternamax,,,,,,,,,,,,,,,,,,,,,,,,
890,ETERNATUS,,eternamax,Activating Max Mushrooms,Activando Maxisetas,Activating Maxihongo,Avec l’objet Maxi Champis activé,Dyna-Pilz aktivieren,Attivando Fungomax,Activating Max Mushrooms,다이버섯[[를]] 통해 폼체인지,ダイキノコを 有効に すれば,激活了极巨菇菇,活化了極巨菇菇,Activating Max Mushrooms,Activant Max Mushrooms,Activating Max Mushrooms,Activating Maksi Mantarlar,Активация Макс-Грибы,Activating Max Mushrooms,Aktywując: Max Mushrooms,Activating Jamur Max,Activating मैक्स मुशरूम,Kích hoạt Nấm Max,Activating Max Mushrooms,Vid aktivering av Maxsvampar,Activating Max Mushrooms
890,ETERNATUS,eternamax,,Deactivating Max Mushrooms,Desactivando Maxisetas,Deactivating Maxihongo,Avec l’objet Maxi Champis désactivé,Dyna-Pilz deaktivieren,Disattivando Fungomax,Deactivating Max Mushrooms,다이버섯[[를]] 통해 비활성화,ダイキノコを 無効に すれば,禁用了极巨菇菇,禁用了極巨菇菇,Deactivating Max Mushrooms,Desactivant Max Mushrooms,Deactivating Max Mushrooms,Deactivating Maksi Mantarlar,Деактивация Макс-Грибы,Deactivating Max Mushrooms,Dezaktywując: Max Mushrooms,Deactivating Jamur Max,Deactivating मैक्स मुशरूम,Vô Hiệu Hoá Nấm Max,Deactivating Max Mushrooms,Vid avaktivering av Maxsvampar,Deactivating Max Mushrooms
892,URSHIFU,single-strike,gigantamax-single,Activating Max Mushrooms,Activando Maxisetas,Activating Maxihongo,Avec l’objet Maxi Champis activé,Dyna-Pilz aktivieren,Attivando Fungomax,Activating Max Mushrooms,다이버섯[[를]] 통해 폼체인지,ダイキノコを 有効に すれば,激活了极巨菇菇,活化了極巨菇菇,Activating Max Mushrooms,Activant Max Mushrooms,Activating Max Mushrooms,Activating Maksi Mantarlar,Активация Макс-Грибы,Activating Max Mushrooms,Aktywując: Max Mushrooms,Activating Jamur Max,Activating मैक्स मुशरूम,Kích hoạt Nấm Max,Activating Max Mushrooms,Vid aktivering av Maxsvampar,Activating Max Mushrooms
